id, del, team_id, Team Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, Batter type, speed, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, lahman_id, bbref_id, bbrefminors_id, twitter_handle,
353,0,1,New York Voyagers,Cameron,Tristan,,25,21,9,2004,36,Canada,6837,Banff,4,188,199,1,1,9,323,0,2,0,118,60,140,80,100,100,105,60,140,80,80,100,1,1,1,1,1,1,5,0,50,30,50,30,20,1,1,1,1,1,1,21,15,30,1,1,46,2,3,120,80,92,60,10,10,120,80,92,0,0,0,0,0,0,200,155,153,0,1,550,0.273,16,1,29,40,119,5,1560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
17,0,1,New York Voyagers,Stryker,Ryan,,4,20,9,1999,36,Canada,80680,Toronto,4,202,194,1,1,1,893,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,11,1,1,0,1,1,1,1,1,168,166,169,162,1,1,5,5,1,146,80,59,8,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.231,0,0,10,24,139,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,1,0,102,0,0,0,80,0,0,80,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
424,0,1,New York Voyagers,Sheelay,TopGun,,24,25,2,2005,206,The United States,69896,San Diego,4,182,195,1,1,2,179,0,2,0,92,80,80,80,80,102,94,80,80,80,80,106,1,1,1,1,1,1,5,1,116,94,116,100,100,1,12,1,12,1,12,13,15,30,1,1,44,2,3,50,60,90,40,106,90,50,60,90,0,200,0,150,0,100,0,0,0,0,1,550,0.252,20,2,12,40,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
463,0,3,Providence Crabs,Nibbason,Daquan,,10,16,6,2007,206,The United States,90535,Windsor,4,186,205,1,2,1,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,90,100,90,100,90,100,5,5,1,100,80,59,8,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.289,0,0,16,50,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,69,100,0,100,110,0,0,0,0,0,0,0,0,100,0,0,110,0,0,0,0,0,0,0,0,0,,,,,eol
204,0,3,Providence Crabs,Jackson,Jackson,Jackson,0,27,10,1996,206,The United States,34756,Jackson,4,174,220,1,1,2,1468,0,10,0,130,80,80,100,102,140,130,80,80,100,102,140,1,1,1,1,1,1,5,0,100,70,100,70,70,0,0,1,1,1,1,13,15,30,1,1,44,2,4,50,60,120,40,160,120,50,60,120,0,200,0,100,0,0,0,150,0,0,1,550,0.295,20,2,12,50,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,0.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
60,0,3,Providence Crabs,Baratheon,Joffrey,,67,3,1,1998,61,England,32875,Huddersfield,4,191,230,2,1,2,1270,0,9,0,134,80,120,80,120,120,53,60,80,80,40,50,1,1,1,1,1,1,5,1,50,30,50,30,30,1,8,1,8,1,8,13,15,30,1,1,46,2,3,50,60,80,40,120,80,50,60,80,0,200,163,0,6,0,102,0,2,0,1,550,0.203,17,1,14,40,150,5,2338100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
329,0,3,Providence Crabs,Peters,Pete,,3,5,3,1999,206,The United States,35278,Jersey City,4,190,200,1,2,1,467,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,140,128,140,128,1,1,5,5,1,100,80,59,12,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.271,0,0,12,38,94,5,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.9738,1,100,0,106,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
171,0,3,Providence Crabs,Boss,Mike,,11,6,6,1993,206,The United States,86551,Worcester,1,194,225,3,2,3,1435,0,10,0,156,50,140,114,114,140,156,50,140,114,114,140,1,1,1,1,1,1,5,2,60,40,60,50,50,1,15,1,15,1,15,13,15,30,1,1,43,2,4,96,100,100,40,10,10,96,100,100,0,0,200,150,0,100,0,0,0,0,1,550,0.321,13,0,29,64,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
203,0,3,Providence Crabs,Koufax,Randy,,32,27,2,1995,206,The United States,12985,Brooklyn,4,180,160,1,2,1,1468,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,150,134,150,132,1,1,5,5,1,120,92,55,14,1,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.239,0,0,12,36,138,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,138,1.0018,1,140,0,112,0,0,140,0,130,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
419,0,3,Providence Crabs,Tentacion,Jahseh,,7,25,12,2005,206,The United States,50031,Miami,1,192,220,1,1,7,163,0,1,0,134,50,120,108,120,120,130,50,120,100,110,120,1,1,1,1,1,1,5,3,100,100,100,50,50,1,1,1,1,1,1,13,15,30,1,1,43,2,4,124,100,80,60,10,80,124,100,80,0,0,0,0,0,0,200,160,101,0,1,550,0.296,12,1,22,52,89,5,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
266,0,3,Providence Crabs,Valentine,Matthew,The Black Hole,84,29,11,1997,206,The United States,50536,Minneapolis,4,190,165,1,1,8,1468,0,10,0,142,40,98,100,120,140,142,40,98,100,120,140,1,1,1,1,1,1,5,0,70,70,70,70,70,0,0,1,1,1,1,13,15,30,1,1,46,2,3,180,120,120,60,10,10,180,120,120,0,0,0,0,0,0,166,200,100,0,1,550,0.307,10,0,15,50,84,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
346,0,3,Providence Crabs,Paquette,Dexter,Wackuette,20,25,6,2003,36,Canada,49323,Medicine Hat,4,182,190,1,1,7,467,0,3,0,105,70,62,82,90,124,121,80,80,82,90,140,1,1,1,1,1,1,5,0,84,86,84,70,70,1,1,1,1,1,1,5,5,1,1,1,64,2,3,122,110,110,60,10,110,122,110,110,0,0,0,0,167,0,200,0,169,0,1,550,0.282,20,1,12,41,113,5,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
69,0,3,Providence Crabs,North,Lucas,,42,19,9,2000,206,The United States,31382,Hempstead,4,190,190,2,1,1,751,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,100,118,100,118,1,1,5,5,1,100,80,55,15,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.267,0,0,17,42,102,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,1,90,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
436,0,3,Providence Crabs,Maximovich,Artem,Hulu has live sports,29,25,12,2004,156,Russia,51979,Moscow,4,195,225,2,2,3,162,0,2,0,121,60,146,90,80,120,128,70,160,92,82,120,1,1,1,1,1,1,5,1,50,30,50,30,30,1,1,1,1,1,1,21,15,30,1,1,43,2,4,50,80,50,40,10,10,50,80,50,0,200,165,0,0,0,0,150,100,0,1,550,0.292,18,1,35,46,123,5,1177400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
81,0,3,Providence Crabs,Dinero,Eduardo,,4,16,4,1996,206,The United States,59480,Plantation Mobile Home Park,5,170,125,2,1,6,1324,0,9,0,203,80,160,142,160,160,203,80,160,142,160,160,1,1,1,1,1,1,5,0,100,100,100,50,50,1,1,1,1,1,1,13,15,30,1,1,41,2,3,170,124,160,120,10,10,170,124,160,0,0,0,103,150,200,0,0,0,0,1,550,0.368,20,2,36,92,52,5,543025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
198,0,3,Providence Crabs,Turner,Darnell,,15,1,1,1998,206,The United States,4712,Atlantis,4,204,280,2,2,1,1452,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,100,100,100,100,1,1,5,5,1,110,80,51,10,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.29,0,0,18,50,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.9978,1,100,0,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
418,0,3,Providence Crabs,Small,Richard,,43,18,7,1997,206,The United States,87845,Washington,4,182,160,1,1,7,179,0,2,0,134,60,120,100,120,120,134,60,120,100,120,120,1,1,1,1,1,1,5,1,84,40,84,50,50,1,14,1,14,1,14,13,15,30,1,1,46,2,3,104,100,80,60,10,80,104,100,80,0,0,0,0,0,0,200,190,104,0,1,550,0.299,16,1,22,50,84,5,1260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
411,0,3,Providence Crabs,Killian,Stryker,,19,17,3,2001,206,The United States,32688,Houston,4,180,185,1,1,4,35,0,1,0,86,50,60,60,70,100,121,50,80,60,90,140,1,1,1,1,1,1,5,1,60,40,60,50,50,1,15,1,16,1,16,13,15,30,1,1,45,2,3,100,100,80,60,10,80,100,100,80,0,0,0,110,200,150,0,0,0,0,1,550,0.273,13,0,12,30,119,5,1040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
465,0,3,Providence Crabs,Payton,A.C.,,8,7,8,2005,206,The United States,18099,Cedar Falls,4,182,198,1,2,1,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,118,116,118,116,0,0,5,5,1,116,100,59,8,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.27,0,0,14,43,99,5,1015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1,106,106,0,0,0,104,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
445,0,3,Providence Crabs,Pu'ar,Yamcha,,9,21,6,2007,206,The United States,18952,Charlotte,5,192,200,2,2,1,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118,120,119,120,1,1,5,5,1,40,80,55,11,1,75,50,100,25,10,10,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,0.271,0,0,15,42,96,5,2173300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,36,140,114,0,90,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,eol
417,0,3,Providence Crabs,Turner,Fenway,,25,5,3,1998,206,The United States,44160,Lawrence,4,194,215,3,2,3,179,0,2,0,115,60,130,80,80,120,114,60,128,80,80,120,1,1,1,1,1,1,5,2,56,30,56,30,30,1,1,1,1,1,1,13,15,30,1,1,43,2,3,120,114,80,60,10,62,120,114,80,0,0,116,0,0,0,154,0,200,0,1,550,0.279,16,1,25,40,125,5,1260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.075,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
394,0,3,Providence Crabs,Petten,Chase,,28,10,4,2005,206,The United States,11621,Brewster,5,188,200,1,1,1,179,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,100,100,112,156,1,1,5,5,1,100,80,55,9,3,75,50,100,25,1,1,1,1,1,200,0,0,0,0,0,0,0,0,0,1,550,0.29,0,0,16,37,77,5,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,33,100,90,0,0,0,0,0,0,0,0,80,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,,,,eol
402,0,3,Providence Crabs,BIII,John,,1,18,3,1999,206,The United States,55211,New York,4,177,160,2,2,1,179,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,110,110,120,120,1,1,5,5,1,60,80,55,10,4,75,50,100,25,1,1,1,1,1,200,0,0,0,0,0,0,0,0,0,1,550,0.28,0,0,15,42,89,5,4150900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,33,126,0,0,0,0,0,0,108,80,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,,,eol
379,0,24,Florida Space Rangers,DeMars,John,,6,2,2,2004,206,The United States,33718,Irvine,4,185,182,2,2,7,323,0,2,0,147,60,128,100,100,144,147,60,128,102,100,144,1,1,1,1,1,1,5,2,90,42,90,50,50,1,1,1,1,1,1,21,15,30,1,1,45,2,3,140,120,88,60,10,88,140,120,88,0,0,0,0,0,0,100,167,200,0,1,550,0.312,15,2,25,52,100,5,1880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.075,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
408,0,24,Florida Space Rangers,Bong,Chanandler,Miss Chanandler Bong,3,1,1,2005,36,Canada,80680,Toronto,4,187,225,3,1,3,179,0,1,0,119,60,140,100,80,120,120,60,142,100,80,120,1,1,1,1,1,1,5,3,66,30,66,30,30,1,18,1,16,1,17,13,15,30,1,1,42,2,4,100,82,50,40,10,50,100,82,50,0,0,200,0,150,0,100,0,0,0,1,550,0.285,16,1,30,50,125,5,920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
268,0,24,Florida Space Rangers,Biggio,Kevin,,15,8,9,1997,206,The United States,32688,Houston,4,187,205,1,1,8,1468,0,10,0,188,106,100,170,160,170,188,106,100,170,160,170,1,1,1,1,1,1,5,0,100,160,100,100,100,0,0,1,1,1,1,13,15,30,1,1,45,2,4,180,120,60,60,10,10,180,120,60,0,0,0,0,0,0,183,200,164,0,1,550,0.353,26,3,16,120,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,0.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
149,0,24,Florida Space Rangers,McBash,George,Cash,45,30,1,2004,206,The United States,19491,,4,186,187,1,1,3,751,0,5,0,145,80,160,120,110,118,138,80,166,120,110,106,1,1,1,1,1,1,5,2,80,30,80,30,30,1,1,1,1,1,1,13,15,30,1,1,44,2,4,100,120,120,60,10,10,100,120,120,0,0,200,0,200,0,100,0,0,0,1,550,0.305,21,1,38,70,92,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
273,0,24,Florida Space Rangers,Ishikawa,Toshihiro,,63,23,7,1989,98,Japan,53887,Naha,2,177,175,1,1,2,1468,0,10,0,172,80,160,110,100,160,149,80,140,106,100,140,1,1,1,1,1,1,5,0,80,40,80,50,50,1,4,1,4,1,4,22,35,29,1,1,37,2,3,50,60,94,40,156,94,50,60,94,0,200,100,0,162,0,0,0,0,0,1,550,0.32,21,1,31,57,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,100,100,100,100,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
52,0,24,Florida Space Rangers,Kane,Curtis,,52,5,12,1998,36,Canada,71733,Saskatoon,4,188,212,2,1,1,468,0,4,0,60,43,11,53,66,65,75,67,17,84,82,81,71,61,16,76,78,77,1,2,22,1,40,125,11,92,100,77,95,100,100,5,5,1,100,80,59,8,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.275,0,0,17,53,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,0,0,90,116,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
26,0,24,Florida Space Rangers,O'Dowd,Michael,,21,3,1,1999,206,The United States,10948,Boston,4,184,210,2,1,1,513,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,100,102,100,100,1,1,5,5,1,20,80,51,12,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.267,0,0,18,49,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,1,100,0,100,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
14,0,24,Florida Space Rangers,Piazza,Nate,,31,7,7,1995,206,The United States,41955,Los Angeles,5,179,195,1,1,2,893,0,6,0,121,60,144,114,80,120,141,60,146,114,110,120,1,1,1,1,1,1,5,1,50,30,50,30,30,1,1,1,1,1,1,13,15,30,1,1,41,2,3,50,60,130,40,160,130,50,60,130,0,200,102,0,0,0,152,0,0,0,1,550,0.302,16,1,31,64,97,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
124,0,24,Florida Space Rangers,Russell,Hawk,,26,30,4,2000,206,The United States,4992,Austin,4,195,220,2,2,7,1036,0,12,0,131,80,168,100,80,120,131,80,170,100,80,120,1,1,1,1,1,1,5,0,50,30,50,30,30,1,1,1,1,1,1,13,15,30,12,12,46,2,3,140,110,110,60,10,10,140,110,110,0,0,200,0,0,0,200,106,179,0,1,550,0.296,21,1,39,50,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.075,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
200,0,24,Florida Space Rangers,Rodriguez,Esteban,,5,7,7,1997,56,Dominican Republic,70230,San Juan de la Maguana,1,205,220,1,2,1,1468,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,154,140,160,1,1,5,5,1,150,80,51,18,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.208,0,0,15,26,189,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,100,100,100,100,189,0.9994,1,150,0,0,0,180,0,118,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
192,0,24,Florida Space Rangers,Musgrave-Smythe,Sebastian,,37,21,6,1996,61,England,41733,London,4,189,180,1,1,1,1468,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,44,1,1,0,1,1,1,1,1,120,146,120,146,1,1,5,5,1,40,90,59,10,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.217,0,0,14,31,177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0.998,1,0,0,0,0,0,130,0,190,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
344,0,24,Florida Space Rangers,Blitz,Alexander,,16,7,5,1997,206,The United States,69086,St. Joseph,4,190,205,2,1,4,323,0,2,0,129,50,126,80,100,122,125,62,120,80,100,120,1,1,1,1,1,1,5,0,84,64,84,50,50,1,1,1,1,1,1,5,5,1,1,1,64,2,3,150,126,120,100,10,10,150,126,120,0,0,0,200,112,200,0,0,5,0,1,550,0.292,15,1,23,40,100,5,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
174,0,24,Florida Space Rangers,Kowers,Penny,,99,4,7,1998,206,The United States,3142,Annapolis,4,194,215,1,2,1,1468,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,160,170,166,170,1,1,5,5,1,150,80,59,8,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.207,0,0,10,22,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0.9976,1,0,80,190,180,0,0,0,0,80,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
70,0,24,Florida Space Rangers,Hunter,Jax,,9,9,9,1999,206,The United States,8366,Bellevue,4,189,175,2,2,1,501,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,120,140,120,140,1,1,5,5,1,40,90,55,10,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.236,0,0,15,34,148,5,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1,1,110,190,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
62,0,24,Florida Space Rangers,Borkman,D'Aroldis,,2,25,12,1995,206,The United States,25324,Fayetteville,4,205,280,1,1,1,1270,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,156,170,152,170,1,1,5,5,1,150,80,59,8,4,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.207,0,0,11,22,183,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,1,0,160,180,0,0,0,0,0,180,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
244,0,24,Florida Space Rangers,Runakiwi,Johnny,,8,1,2,1995,202,Virgin Islands,85490,,4,180,187,1,1,6,1468,0,10,0,183,102,160,154,152,140,183,102,160,154,152,140,1,1,1,1,1,1,5,0,60,40,60,50,50,0,0,1,1,1,1,13,15,30,1,1,44,2,3,154,140,94,120,10,10,154,140,94,0,0,0,187,105,200,0,0,0,0,1,550,0.348,27,1,36,104,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,1,0.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
43,0,24,Florida Space Rangers,Boult,Trent,,18,22,7,1989,135,New Zealand,65624,Rotorua,3,180,160,1,2,1,1036,0,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,130,158,140,160,1,1,5,5,1,36,90,59,10,3,75,50,100,25,10,10,10,10,10,200,0,0,0,0,0,0,0,0,0,1,550,0.237,0,0,12,26,143,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,143,1.0007,1,0,0,100,0,0,100,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,eol
